Өрөөний_хувийн_дугаар,Хичээлийн_байр,Өрөөний_дугаар,Харьяалах_сургуулийн_нэр,Өрөөний_зориулалт,Талбайн_хэмжээ,Хичээлийн_хуваарь_тавих_боломж,Суудлын_тоо,Проектортой_эсэх
463bd5da8e5909c60d80d87e21f9c87b,Хичээлийн байр 3А,206,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,3,Проекторгүй
80adace5a1202977234175067aaf5ccf,Хичээлийн байр 3А,207,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,34.00,Хуваарь тавих боломжгүй,3,Проекторгүй
25d96e29543936c2ed280d187d46c7f6,Хичээлийн байр 3А,208,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,37.00,Хуваарь тавих боломжгүй,1,Проекторгүй
ba05a83f7acd8c1f3e8cd327ce6ce407,Хичээлийн байр 3А,209,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,7,Проекторгүй
62820dcaa3c6b61ae18eb88a2cbea6d9,Хичээлийн байр 3А,210,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,10,Проекторгүй
406e54901577e70e24c18cff57f4abcc,Хичээлийн байр 3А,211,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
2e70ff571637f7eedfef802ad5da19c6,Хичээлийн байр 3А,211б,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,18.00,Харъяа сургуульд,10,Проекторгүй
8cb003936fb318e330677edf15374849,Хичээлийн байр 3А,212,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
615818e33371db86787307b8f79ea6ad,Хичээлийн байр 3А,213,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,75.00,Хуваарь тавих боломжгүй,7,Проекторгүй
572ca43d230ec79ce812e43ad124cf17,Хичээлийн байр 3А,215,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,91.00,Харъяа сургуульд,28,Проектортой
ff61540f8b7b586dd31fc162fb192562,Хичээлийн байр 3А,216,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
c0d718c7d94a0933ac765f3031469df1,Хичээлийн байр 3А,217,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,35.00,Хуваарь тавих боломжгүй,15,Проекторгүй
9c1aff1816eb9dc166a9355ec07bbe11,Хичээлийн байр 3А,218,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,20.00,Хуваарь тавих боломжгүй,3,Проекторгүй
6a8722525a2a70c0c08e6ddf64481916,Хичээлийн байр 3А,221,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,53.00,Хуваарь тавих боломжгүй,40,Проекторгүй
3360c2f4443f4c949d0e3c6356049ca7,Хичээлийн байр 3А,222,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,71.00,Харъяа сургуульд,28,Проектортой
cf03c3dbf921f81ce5c0a2616e4c51c7,Хичээлийн байр 3А,223,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
9367b2c59b940ea130683428d7b698ab,Хичээлийн байр 3А,224,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
265a6cf9d61ccd14a23fb4f7eab9d869,Хичээлийн байр 3А,225,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,6,Проекторгүй
8171a932f4b15488369f4a055f7c0350,Хичээлийн байр 3А,226,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
4818bea690d9baf111994c055ac4e16b,Хичээлийн байр 3А,227,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,53.00,Харъяа сургуульд,30,Проектортой
07265dd0ef27fbdf363711bd4c818171,Хичээлийн байр 3А,228,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,34.00,Хуваарь тавих боломжгүй,6,Проекторгүй
7bf1858537e414c9b8332f115098c4b5,Хичээлийн байр 3А,229,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
be07fbd08480ad9e77614bfb3cb658b9,Хичээлийн байр 3А,230,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,37.00,Хуваарь тавих боломжгүй,2,Проекторгүй
522ead8015783fd90db7bcb0c0248276,Хичээлийн байр 3А,231,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,50.00,Харъяа сургуульд,48,Проектортой
729a967ccd0933bfb639186f80589594,Хичээлийн байр 3А,301,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,30.00,Хуваарь тавих боломжгүй,5,Проекторгүй
7872bb2fc3dc070e342635b2e037a0a3,Хичээлийн байр 3А,302,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,10,Проекторгүй
61804866e819b5a981b1d7a25e5e39d7,Хичээлийн байр 3А,303,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,63.00,Харъяа сургуульд,53,Проектортой
dd90e5ba799a904f908b37e633186b14,Хичээлийн байр 3А,304,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
41667cf288361594a597776b31fe16bc,Хичээлийн байр 3А,305,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,Харъяа сургуульд,30,Проекторгүй
dd41f07ba089997db359ecea6b6bd82d,Хичээлийн байр 3А,306,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
4b0469b376193c8783c7a5774aca70b6,Хичээлийн байр 3А,307,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
13dde1ff2d784661f1a8b82557347b10,Хичээлийн байр 3А,308,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
c62144b22ce8a3531ab5dbb1c7795d64,Хичээлийн байр 3А,309,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,35.00,Харъяа сургуульд,30,Проекторгүй
ffcc8f1c5e3fd9168c69618a80522a7a,Хичээлийн байр 3А,310,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,53.00,Харъяа сургуульд,52,Проектортой
d743dbd3446ade7fcd215ca67e26e40b,Хичээлийн байр 3А,311,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,4,Проекторгүй
84cfd3d1bccbebe406d9eb955be4458c,Хичээлийн байр 3А,312,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
19b972c29cf98761f8b050da471714dc,Хичээлийн байр 3А,313,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
ecc65163988dde4a47c62744d1f4c320,Хичээлийн байр 3А,314,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,14.00,Хуваарь тавих боломжгүй,3,Проекторгүй
f4e30f0d93426d7c025dffb1fa190da9,Хичээлийн байр 3А,315,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
8e89a4c8a2ccf39dbd6ff7a7004e00f9,Хичээлийн байр 3А,316,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Багш нарын өрөө,31.00,Хуваарь тавих боломжгүй,8,Проекторгүй
1c2160c1376036260545c94cd9581fec,Хичээлийн байр 3А,317,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,37.00,Харъяа сургуульд,32,Проекторгүй
ec76f2b3b61fe5198d2b0d85d06498b3,Хичээлийн байр 5,102,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,36.00,МУИС-н хэмжээнд,31,Проекторгүй
b508a67872cc26bad313645455f53dc2,Хичээлийн байр 5,104,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,18.00,МУИС-н хэмжээнд,24,Проектортой
44e16cc66741dfdc94a300287d3391c3,Хичээлийн байр 5,105,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,5,Проекторгүй
6514b2f0b172d70d6354c44859debf40,Хичээлийн байр 5,106,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Албан ажлын өрөө,72.00,Хуваарь тавих боломжгүй,1,Проектортой
dd1f7201164031b68f1e97c6579dd5b7,Цөмийн судалгааны төв,ЦСТ-102,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
fde379d945bfaceb320a7398bba324e6,Цөмийн судалгааны төв,ЦСТ-104,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
f0df4303678e8c867abd974d1b3df938,Цөмийн судалгааны төв,ЦСТ-107,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,123.00,Харъяа сургуульд,60,Проекторгүй
cd0918a7ed179901b21cd4f33f1e4a0a,Цөмийн судалгааны төв,ЦСТ-108,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
8d720389500b51c9e39e0849ff47b635,Цөмийн судалгааны төв,ЦСТ-206,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Лаборатори,123.00,Харъяа сургуульд,15,Проекторгүй
96010ea7c7ed524cc180b3d9e90502ad,Цөмийн судалгааны төв,ЦСТ-208,"Хэрэглээний шинжлэх ухаан, инженерчлэлийн сургууль",Анги,123.00,Харъяа сургуульд,32,Проекторгүй
18f8c92660223a87e961fb7a2093f17d,Хичээлийн байр 2,100,Шинжлэх ухааны сургууль,Анги,30.00,Харъяа сургуульд,38,Проектортой
2254fa1db598fae232dbac449c86ebe9,Хичээлийн байр 2,101,Шинжлэх ухааны сургууль,Номын сан,25.00,Хуваарь тавих боломжгүй,0,Проекторгүй
2f1c4a52edeeee253ff8e1a8536e936e,Хичээлийн байр 2,102,Шинжлэх ухааны сургууль,Агуулах,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
fbc6dc251ca80509e4cb647fb0a7cd3b,Хичээлийн байр 2,103,Шинжлэх ухааны сургууль,Агуулах,25.00,Хуваарь тавих боломжгүй,2,Проекторгүй
ff9b497c736f82c0281488f763a80ede,Хичээлийн байр 2,104,Шинжлэх ухааны сургууль,Лекцийн заал,110.00,МУИС-н хэмжээнд,150,Проектортой
0e645cfe052cb95e6a1048e71acbc273,Хичээлийн байр 2,105,Шинжлэх ухааны сургууль,Албан ажлын өрөө,55.00,Хуваарь тавих боломжгүй,4,Проекторгүй
e3a73c7ef85300d3e24a2872d67cba8a,Хичээлийн байр 2,106,Шинжлэх ухааны сургууль,Багш нарын өрөө,35.00,Хуваарь тавих боломжгүй,3,Проекторгүй
e64ca81dee94c2ec6ba46f86b501e687,Хичээлийн байр 2,107,Шинжлэх ухааны сургууль,Албан ажлын өрөө,36.00,Хуваарь тавих боломжгүй,3,Проекторгүй
720556fd0ac4b86e317dd97f1927cd93,Хичээлийн байр 2,108,Шинжлэх ухааны сургууль,Хичээлийн танхим,55.00,Харъяа сургуульд,40,Проекторгүй
1de7e70567bc8b857c0f890fe4f60945,Хичээлийн байр 2,109,Шинжлэх ухааны сургууль,Албан ажлын өрөө,73.00,Хуваарь тавих боломжгүй,9,Проекторгүй
0bc41b6567b59dd110c51496ba8c765f,Хичээлийн байр 2,110,Шинжлэх ухааны сургууль,Албан ажлын өрөө,55.00,Хуваарь тавих боломжгүй,6,Проекторгүй
8b4fed685481f5543fff4b65130158ab,Хичээлийн байр 2,111,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,3,Проекторгүй
194ddb568c1ab4f1d326557e237877cf,Хичээлийн байр 2,112,Шинжлэх ухааны сургууль,Анги,37.00,Харъяа сургуульд,30,Проектортой
86b33b8cbf149d158a631d7061d1b3cb,Хичээлийн байр 2,113,Шинжлэх ухааны сургууль,Анги,37.00,Харъяа сургуульд,28,Проектортой
6ec6fd5aaff111b259b1607bc2ced09e,Хичээлийн байр 2,114,Шинжлэх ухааны сургууль,Анги,73.00,Харъяа сургуульд,70,Проектортой
f4449517e64bee5a9521d46853e57596,Хичээлийн байр 2,115,Шинжлэх ухааны сургууль,Багш нарын өрөө,15.00,Хуваарь тавих боломжгүй,2,Проекторгүй
5b7a8a26fe4825074fd50b666183e430,Хичээлийн байр 2,116,Шинжлэх ухааны сургууль,Лаборатори,57.00,Харъяа сургуульд,14,Проекторгүй
ccc3bd5043b06c073cd3cc0b00c04b20,Хичээлийн байр 2,117,Шинжлэх ухааны сургууль,Лаборатори,55.00,Харъяа сургуульд,10,Проекторгүй
c6abc6b80853930db6b2299e8f09779e,Хичээлийн байр 2,118,Шинжлэх ухааны сургууль,Лаборатори,54.00,Харъяа сургуульд,12,Проекторгүй
46a4a7acb0c17725932f3f95d1718a64,Хичээлийн байр 2,119,Шинжлэх ухааны сургууль,Анги,36.00,Харъяа сургуульд,14,Проекторгүй
51f9fb993d61c26a82cc2a589a9d9618,Хичээлийн байр 2,120,Шинжлэх ухааны сургууль,Лаборатори,36.00,МУИС-н хэмжээнд,15,Проекторгүй
a423c4439c62919713d8197a59b77536,Хичээлийн байр 2,121,Шинжлэх ухааны сургууль,Багш нарын өрөө,19.00,Хуваарь тавих боломжгүй,2,Проекторгүй
e9ddd1d84f9cf77ffa248461821f69d9,Хичээлийн байр 2,122,Шинжлэх ухааны сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
0ac5c0fe3afb1e7f190bab8f0826a378,Хичээлийн байр 2,123,Шинжлэх ухааны сургууль,Багш нарын өрөө,14.00,Хуваарь тавих боломжгүй,1,Проекторгүй
63187ed8cfaae89838b4bc0258797ef3,Хичээлийн байр 2,124,Шинжлэх ухааны сургууль,Хичээлийн танхим,55.00,Харъяа сургуульд,38,Проектортой
4356cd1103544da121529f786edba12d,Хичээлийн байр 2,125,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,3,Проекторгүй
bee6f0b950d3708cb4ff07ad19f4eaa4,Хичээлийн байр 2,126,Шинжлэх ухааны сургууль,Анги,34.00,Харъяа сургуульд,31,Проектортой
b5bc1b1b5a44222e02f27c3fe8fcfb33,Хичээлийн байр 2,127,Шинжлэх ухааны сургууль,Анги,29.00,МУИС-н хэмжээнд,25,Проектортой
63e669226e25db0606501b555cf35a29,Хичээлийн байр 2,128,Шинжлэх ухааны сургууль,Анги,76.00,Харъяа сургуульд,80,Проектортой
ee493151bfea5d56c9c6ba2cd705eb10,Хичээлийн байр 2,129,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
54acab41d2bbfc43ba6dfa3c682e4572,Хичээлийн байр 2,130,Шинжлэх ухааны сургууль,Багш нарын өрөө,56.00,Хуваарь тавих боломжгүй,8,Проекторгүй
8afb2ed143f3423d8c891762a4210d7d,Хичээлийн байр 2,131,Шинжлэх ухааны сургууль,Анги,35.00,Харъяа сургуульд,32,Проектортой
26494699747385315823e389369ac68e,Хичээлийн байр 2,132,Шинжлэх ухааны сургууль,Анги,55.00,Харъяа сургуульд,40,Проектортой
7c4958f60ac4ed1e2438bf3eee3d9988,Хичээлийн байр 2,133,Шинжлэх ухааны сургууль,Анги,69.00,Харъяа сургуульд,32,Проектортой
41d42988c0ada5999994408429413283,Хичээлийн байр 2,134,Шинжлэх ухааны сургууль,Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
8f4f5dfb83d1ba23313c80a2804bc75b,Хичээлийн байр 2,135,Шинжлэх ухааны сургууль,Анги,61.00,МУИС-н хэмжээнд,46,Проектортой
d0d660d752d01be209cdcbf826a9aeaa,Хичээлийн байр 2,136а,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
96d9c945ce64f08eb9d51932753a841e,Хичээлийн байр 2,136б,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
2d05c501c558ed8daf48c3c85eb27651,Хичээлийн байр 2,136в,Шинжлэх ухааны сургууль,Лаборатори,44.00,МУИС-н хэмжээнд,20,Проекторгүй
cd15e4a05506ef3a9fe30b98abfcd713,Хичээлийн байр 2,136г,Шинжлэх ухааны сургууль,Лаборатори,24.00,Харъяа сургуульд,15,Проекторгүй
950ebba959c2d60db7bde0b944838f8b,Хичээлийн байр 2,136д,Шинжлэх ухааны сургууль,Албан ажлын өрөө,20.00,Хуваарь тавих боломжгүй,1,Проекторгүй
a2341c96d5db63c8db9bc2329eb1183a,Хичээлийн байр 2,136е,Шинжлэх ухааны сургууль,Лаборатори,52.00,Харъяа сургуульд,15,Проектортой
c95e31d5892805713c9a0dd1ef0c6371,Хичээлийн байр 2,136ж,Шинжлэх ухааны сургууль,Албан ажлын өрөө,52.00,Хуваарь тавих боломжгүй,1,Проекторгүй
017fcee22ce1310cb04eceae02ea99a5,Хичээлийн байр 2,136з,Шинжлэх ухааны сургууль,Лаборатори,40.00,Харъяа сургуульд,14,Проекторгүй
dfb7cdfcb59c959b46735c648540fdaf,Хичээлийн байр 2,136и,Шинжлэх ухааны сургууль,Албан ажлын өрөө,24.00,Хуваарь тавих боломжгүй,2,Проекторгүй
8d60ea574f45b02f6a83c9ac5f8a7eee,Хичээлийн байр 2,136к,Шинжлэх ухааны сургууль,Лаборатори,18.00,Харъяа сургуульд,8,Проекторгүй
f345498dfa47cb3ba3cf383effbcf261,Хичээлийн байр 2,137,Шинжлэх ухааны сургууль,Багш нарын өрөө,19.00,Хуваарь тавих боломжгүй,3,Проекторгүй
62b4c6b46dcef335e741e2139dac81e3,Хичээлийн байр 2,138а,Шинжлэх ухааны сургууль,Лаборатори,58.00,Харъяа сургуульд,40,Проектортой
cfa58c5727a803df4bab2478fecc7d3c,Хичээлийн байр 2,138б,Шинжлэх ухааны сургууль,Албан ажлын өрөө,36.00,Хуваарь тавих боломжгүй,3,Проекторгүй
5fc8de20af696320d152de4ff9cdbaca,Хичээлийн байр 2,138в,Шинжлэх ухааны сургууль,Лаборатори,16.00,Харъяа сургуульд,30,Проекторгүй
d4d97213f282104e9863e4ec6755b55c,Хичээлийн байр 2,171 а,Шинжлэх ухааны сургууль,Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
3f7341788a1985158093c42519245154,Хичээлийн байр 2,200,Шинжлэх ухааны сургууль,Анги,56.00,Харъяа сургуульд,42,Проекторгүй
19d580cd9ae2e0f9edf9c052b2f0bdac,Хичээлийн байр 2,201,Шинжлэх ухааны сургууль,Албан ажлын өрөө,24.00,Хуваарь тавих боломжгүй,4,Проекторгүй
2cdaa7c4dcc8b5ef6636b34e6c56e237,Хичээлийн байр 2,202,Шинжлэх ухааны сургууль,Анги,31.00,Харъяа сургуульд,26,Проектортой
410713ad560fd0536c59451cdf3c2d5c,Хичээлийн байр 2,203,Шинжлэх ухааны сургууль,Багш нарын өрөө,56.00,Хуваарь тавих боломжгүй,14,Проекторгүй
8547fab5702ed9164246a0b325f9eed3,Хичээлийн байр 2,204,Шинжлэх ухааны сургууль,Багш нарын өрөө,43.00,Хуваарь тавих боломжгүй,8,Проекторгүй
86f90bfa42607253da1806534d9b0d8b,Хичээлийн байр 2,205,Шинжлэх ухааны сургууль,Багш нарын өрөө,56.00,Хуваарь тавих боломжгүй,13,Проекторгүй
af84d270c2125d1bf0da4a32ddd8e11f,Хичээлийн байр 2,206,Шинжлэх ухааны сургууль,Багш нарын өрөө,55.00,Хуваарь тавих боломжгүй,11,Проекторгүй
73548f4feffcaf63ec60b9728d157317,Хичээлийн байр 2,207,Шинжлэх ухааны сургууль,Анги,32.00,Харъяа сургуульд,31,Проектортой
ea88c5b4cb8fda7a6fec9bb8a9e84adb,Хичээлийн байр 2,208,Шинжлэх ухааны сургууль,Анги,56.00,Харъяа сургуульд,44,Проектортой
311636702993c81007508e10a541ea04,Хичээлийн байр 2,209,Шинжлэх ухааны сургууль,Анги,56.00,Харъяа сургуульд,41,Проектортой
6cc5541f59039b657cdc0f49c6c23180,Хичээлийн байр 2,210,Шинжлэх ухааны сургууль,Албан ажлын өрөө,56.00,Хуваарь тавих боломжгүй,10,Проекторгүй
6f89ec9d8d8a20f82306dcc6a4929664,Хичээлийн байр 2,211,Шинжлэх ухааны сургууль,Анги,56.00,Харъяа сургуульд,40,Проектортой
10979ffe3a1c5db6391cee1eb37183e5,Хичээлийн байр 2,212,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
8ffb2cc5ca21a73f635ccfac8f713bcc,Хичээлийн байр 2,213A,Шинжлэх ухааны сургууль,Анги,68.00,Харъяа сургуульд,26,Проекторгүй
50900bed2106e17e0e940d942a07eedf,Хичээлийн байр 2,213Б,Шинжлэх ухааны сургууль,Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,2,Проекторгүй
542b22e0bf212da0cd44e5d16053c4c4,Хичээлийн байр 2,213В,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,3,Проекторгүй
fd020e94d0552fdaaf57fc1c476febe3,Хичээлийн байр 2,213Г,Шинжлэх ухааны сургууль,Албан ажлын өрөө,34.00,Хуваарь тавих боломжгүй,3,Проекторгүй
9047220198b917be03add53e48368e69,Хичээлийн байр 2,213Д,Шинжлэх ухааны сургууль,Лаборатори,43.00,Харъяа сургуульд,10,Проекторгүй
4121dce22371076cb30dd397318198be,Хичээлийн байр 2,213Е,Шинжлэх ухааны сургууль,Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
ec519212863160c99039f6b28a307f75,Хичээлийн байр 2,213Ж,Шинжлэх ухааны сургууль,Лаборатори,38.00,Харъяа сургуульд,15,Проекторгүй
ccd34cd644db9826bd555aec4cdb6588,Хичээлийн байр 2,213З,Шинжлэх ухааны сургууль,Лаборатори,60.00,Харъяа сургуульд,15,Проекторгүй
7e47036d4e125e0584cce88824078254,Хичээлийн байр 2,213И,Шинжлэх ухааны сургууль,Лаборатори,34.00,Харъяа сургуульд,15,Проекторгүй
b3f6eb1ec0a6038671d36775f48ac01f,Хичээлийн байр 2,213К,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,2,Проекторгүй
c6b5873556e0ebc8b0237f29c085cff7,Хичээлийн байр 2,213Л,Шинжлэх ухааны сургууль,Лаборатори,34.00,Харъяа сургуульд,15,Проекторгүй
4a1ad040d1efcc20cf13075c744fd108,Хичээлийн байр 2,213М,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
26733212a1c26cf6d49d9c81cbb390f6,Хичээлийн байр 2,214,Шинжлэх ухааны сургууль,Албан ажлын өрөө,32.00,Хуваарь тавих боломжгүй,1,Проекторгүй
6ddbcc4f87ed77eae947b17143b96e3d,Хичээлийн байр 2,216,Шинжлэх ухааны сургууль,Хичээлийн танхим,56.00,Харъяа сургуульд,40,Проекторгүй
824accbe8af3cdae8fa112524b4772e2,Хичээлийн байр 2,217,Шинжлэх ухааны сургууль,Албан ажлын өрөө,24.00,Хуваарь тавих боломжгүй,1,Проекторгүй
f1ca6f000aa645542fbc27bbebb0a907,Хичээлийн байр 2,218,Шинжлэх ухааны сургууль,Анги,30.00,Харъяа сургуульд,30,Проектортой
aaf9a408e58d9749e9162d3fafe1e10e,Хичээлийн байр 2,219,Шинжлэх ухааны сургууль,Анги,74.00,Харъяа сургуульд,75,Проектортой
910fb6051c776c231f34075dac4dfa0b,Хичээлийн байр 2,221,Шинжлэх ухааны сургууль,Албан ажлын өрөө,36.00,Хуваарь тавих боломжгүй,2,Проекторгүй
febf9e369576b91977b160065d9cb675,Хичээлийн байр 2,222,Шинжлэх ухааны сургууль,Багш нарын өрөө,55.00,Хуваарь тавих боломжгүй,9,Проекторгүй
837643c249d20efd76711ccdae401544,Хичээлийн байр 2,223,Шинжлэх ухааны сургууль,Лаборатори,60.00,Харъяа сургуульд,40,Проектортой
d48225521fe25e12b855445048b3d9a2,Хичээлийн байр 2,224,Шинжлэх ухааны сургууль,Багш нарын өрөө,55.00,Хуваарь тавих боломжгүй,8,Проекторгүй
df927a5476e7577f6efc4352c7ab6792,Хичээлийн байр 2,225,Шинжлэх ухааны сургууль,Багш нарын өрөө,55.00,Хуваарь тавих боломжгүй,8,Проекторгүй
6dcbe702894b9305c7fdcad156eb5fc6,Хичээлийн байр 2,226,Шинжлэх ухааны сургууль,Багш нарын өрөө,58.00,Хуваарь тавих боломжгүй,10,Проекторгүй
574b5db13169e3dbdb3d4c1f6db3a96b,Хичээлийн байр 2,227,Шинжлэх ухааны сургууль,Багш нарын өрөө,52.00,Хуваарь тавих боломжгүй,8,Проекторгүй
5e64a899ced2048664cb75f0dc0d3f93,Хичээлийн байр 2,228,Шинжлэх ухааны сургууль,Анги,57.00,Харъяа сургуульд,53,Проектортой
9b1032fe23ea0dba28ab5e2a204c00ad,Хичээлийн байр 2,229,Шинжлэх ухааны сургууль,Багш нарын өрөө,30.00,Хуваарь тавих боломжгүй,2,Проекторгүй
78fd5c23a360a06308d41886e6f269cc,Хичээлийн байр 2,230,Шинжлэх ухааны сургууль,Анги,56.00,Харъяа сургуульд,35,Проектортой
20f450bcdbfad70f3410fa33713a0540,Хичээлийн байр 2,231,Шинжлэх ухааны сургууль,Анги,56.00,Харъяа сургуульд,38,Проектортой
f72f9db89266fd640798fd2bb3555153,Хичээлийн байр 2,233,Шинжлэх ухааны сургууль,Багш нарын өрөө,17.00,Хуваарь тавих боломжгүй,10,Проекторгүй
c0a8d9d31761d03a773ce97502414a32,Хичээлийн байр 2,234,Шинжлэх ухааны сургууль,Багш нарын өрөө,58.00,Хуваарь тавих боломжгүй,10,Проекторгүй
