Хөтөлбөрийн_дугаар,Хөтөлбөрийн_индекс,Хөтөлбөрийн_монгол_нэр,Хөтөлбөрийн_англи_нэр,Академик_түвшин,Суралцах_хэлбэр,Харьяалах_нэгжийн_дугаар,Харьяалах_нэгжийн_нэр,Батлагдсан_он
6d2a59558b1cacfa641ede8ffd584dec,"D 023202  ",Хэл шинжлэл (Монгол хэл),Linguistics (Mongolian),Бакалавр,Өдрийн сургалт,95a485b3b976ad8389524ac2ac642520,"Монгол хэл, хэл шинжлэлийн тэнхим",2015
9288ad2143ea15eed1cff3212190e1dc,"D 023201  ","Хэл, уран зохиол (Монгол хэл)",Language and Literature (Моngolian),Бакалавр,Өдрийн сургалт,95a485b3b976ad8389524ac2ac642520,"Монгол хэл, хэл шинжлэлийн тэнхим",2014
8fe0a6ce5d8a00d2ab4b5025f79fa232,"-         ",ШУС-ийн Нийгмийн ухааны салбарын ерөнхий суурь хөтөлбөр,"Division of Social Sciences, School of Arts and Sciences",Бакалавр,Өдрийн сургалт,b1af2663149af3c006f51b4236322378,Нийгмийн ухааны салбар,2014
71ef3f1844d4e8f272c6010667ef7263,"D 092301  ",Нийгмийн ажил,Social Work,Бакалавр,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
57e9d9aab89d89a4cdbb042d7e488221,F 09230101,Нийгмийн ажил,Social Work,Доктор,Бэлтгэл,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
3a05014b37e692eb6cf92ef115ac42ce,F 09230101,Нийгмийн ажил,Social Work,Доктор,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
442a78097f95d9a56a34acad091fab10,F 09230101,Нийгмийн ажил,Social Work,Доктор,Эчнээ,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
6f4d5c55dc7a7124cd0f4e6ed547ce9d,Е 09230101,Нийгмийн ажил,Social Work	,Магистр,Бэлтгэл,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2016
ec5a7a0f8f9f675f01f2394886f08bfb,E 09230101,Нийгмийн ажил,Social Work,Магистр,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
b844fe3d653e0f8605b6b82c6d5dfd9c,E 09230101,Нийгмийн ажил,Social Work,Магистр,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
015417d81a4e3b385b41ec3d484ee3a3,"D 031402  ",Социологи,Sociology,Бакалавр,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
3078d9617f383a9f3de6bdd214fe57ff,F 03140201,Социологи," ",Доктор,Бэлтгэл,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2016
9bd7428c10d795e659bad8d29633e199,F 03140201,Социологи,Sociology,Доктор,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
b0e49ddae4871ba77cd60f44ed357bba,F 03140201,Социологи,Sociology,Доктор,Экстернат,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
6a66a91b622452d6022de46b0a708600,F 03140201,Социологи,Sociology,Доктор,Эчнээ,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
530c04138364844bf552ff1990f0e49c,Е 03140201,Социологи,Sociology	,Магистр,Бэлтгэл,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2016
f3b62c233f593c317c37903d88cc1595,E 03140201,Социологи,Sociology,Магистр,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
f1d1695bc8b457aa67a3d359619bda56,E 03140201,Социологи,Sociology,Магистр,Өдрийн сургалт,38c5a92adb4a4b07652295dc93bdc35a,"Социологи, нийгмийн ажлын тэнхим",2014
5a33bf7d0dfd471f15a9074ea3ccc9c6,"D 032101  ",Сэтгүүл зүй,Journalism,Бакалавр,Өдрийн сургалт,0ee1bd1e7d2a987e2478b26552edcaff,"Сэтгүүл зүй, олон нийтийн харилцааны тэнхим",2014
f775b62bde3cc0977d7c93e675cc70ea,F 03210101,Сэтгүүл зүй,Journalism,Доктор,Бэлтгэл,0ee1bd1e7d2a987e2478b26552edcaff,"Сэтгүүл зүй, олон нийтийн харилцааны тэнхим",2017
554209c4bc7468773495de206240b65d,F 03210101,Сэтгүүл зүй,Journalism,Доктор,Өдрийн сургалт,0ee1bd1e7d2a987e2478b26552edcaff,"Сэтгүүл зүй, олон нийтийн харилцааны тэнхим",2014
9dbe9ef06a197e80f5180a8a621706a9,F 03210101,Сэтгүүл зүй,Journalism,Доктор,Эчнээ,0ee1bd1e7d2a987e2478b26552edcaff,"Сэтгүүл зүй, олон нийтийн харилцааны тэнхим",2014
c522b5e05eeb37bcfeaec6531bed2ccb,Е 03210101,Сэтгүүл зүй,Journalism	,Магистр,Бэлтгэл,0ee1bd1e7d2a987e2478b26552edcaff,"Сэтгүүл зүй, олон нийтийн харилцааны тэнхим",2016
73461bf42eaaac81cf43a2b5cadb72f8,E 03210101,Сэтгүүл зүй,Journalism,Магистр,Өдрийн сургалт,0ee1bd1e7d2a987e2478b26552edcaff,"Сэтгүүл зүй, олон нийтийн харилцааны тэнхим",2014
ef8cbe29d87c73cbc559831e58224d45,E 03210101,Сэтгүүл зүй,Journalism,Магистр,Өдрийн сургалт,0ee1bd1e7d2a987e2478b26552edcaff,"Сэтгүүл зүй, олон нийтийн харилцааны тэнхим",2014
cf0e87b8fdf7a53fe8301de9f625c951,"D 011403  ","Багш, нийгмийн ухааны боловсрол (Түүх)",Teacher training-History,Бакалавр,Өдрийн сургалт,6d3285f34024abbe7ca1739fb9bd9597,Түүхийн тэнхим,2014
c906e79c94e46eb092b20c81d9aad356,"D 022201  ",Түүх,History,Бакалавр,Өдрийн сургалт,6d3285f34024abbe7ca1739fb9bd9597,Түүхийн тэнхим,2014
53ca1e4d2a6d766c9307d28755bfc240,F 02220101,Түүх,History,Доктор,Бэлтгэл,6d3285f34024abbe7ca1739fb9bd9597,Түүхийн тэнхим,2015
db1c6088deb0d8fef56e1b52dc4b0121,F 02220101,Түүх,History,Доктор,Өдрийн сургалт,6d3285f34024abbe7ca1739fb9bd9597,Түүхийн тэнхим,2014
d85217580819ab9bf31089f0697db030,F 02220101,Түүх,History,Доктор,Эчнээ,6d3285f34024abbe7ca1739fb9bd9597,Түүхийн тэнхим,2014
1c5ee923f55382be921a7e289ebc11a8,E 02220101,Түүх,History,Магистр,Бэлтгэл,6d3285f34024abbe7ca1739fb9bd9597,Түүхийн тэнхим,2015
a8bd9b3543a5d0ae5a87f40dc0801428,E 02220101,Түүх,History,Магистр,Өдрийн сургалт,6d3285f34024abbe7ca1739fb9bd9597,Түүхийн тэнхим,2014
6e8d97aecd1e860918df66c50f56ced0,E 03180101,Ажил мэргэжил судлал,Career Studies,Магистр,Өдрийн сургалт,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2017
34e20bc913e9e5e3635538db79950fcf,E 03180101,Ажил мэргэжил судлал,Career Studies,Магистр,Өдрийн сургалт,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2020
cb68b1d6796e39aa7a05010d7f351276,E 03180101,Ажил мэргэжил судлал /2+2/,Career Studies,Магистр,Өдрийн сургалт,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2020
a8f191147de4d6ccf205c4548cb2910e,"D 031201  ",Улс төр судлал,Political Sciences,Бакалавр,Өдрийн сургалт,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2014
bc8e4e8f313e16063354c977debbaf1e,"D 031201  ",Улс төр судлал,Political Sciences,Бакалавр,Эчнээ,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2014
bff382206d1cfb1d3a89ac98a1d616e7,"          ",Улс төр судлал,"   ",Доктор,Бэлтгэл,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2017
15bc505dfc7a9c03905490737cbe57b9,F 03120101,Улс төр судлал,Political Sciences,Доктор,Өдрийн сургалт,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2014
1ce60784100afa6697152904e95fa521,F 03120101,Улс төр судлал,Political Sciences,Доктор,Эчнээ,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2014
5992b066852128553e3d9a724d555a61,Е 03120101,Улс төр судлал,Political Sciences,Магистр,Бэлтгэл,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2016
7a7fb3f6067c2b60586fe69f9cbec548,E 03120101,Улс төр судлал,Political Sciences,Магистр,Өдрийн сургалт,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2014
adcee84fc5f883a84659fe91b84cbccf,E 03120101,Улс төр судлал,Political Sciences,Магистр,Өдрийн сургалт,d5b3e5cc7693f7b489f6b53bb54c143a,Улс төр судлалын тэнхим,2014
a7333a75e14fa0f751d0760aa95c93dc,"D 021801  ",Урлаг судлал,Art studies,Бакалавр,Өдрийн сургалт,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
7335320106aa621250f9fdcf72037da4,F 02180101,Урлаг судлал,Art studies	 	 	 	,Доктор,Бэлтгэл,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
e3c5621f91eaea820aee09495dd79f2a,F 02180101,Урлаг судлал,Art studies,Доктор,Өдрийн сургалт,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
7616470b175650cf9724168e60a94fca,F 02180101,Урлаг судлал,Art studies,Доктор,Эчнээ,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
372cc0aaf0c4587dfbb37219f5e227ce,E 02180101,Урлаг судлал,Art studies,Магистр,Бэлтгэл,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
eb6aa3deceb35c4e3bc26ec295b13744,E 02180101,Урлаг судлал,Art studies,Магистр,Өдрийн сургалт,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2015
1ab4049c658bf12997a2f40fac6a8982,"D 023203  ",Утга зохиол судлал,Literature studies,Бакалавр,Өдрийн сургалт,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
f3ae8015838bd7534efa5e0697a3ccda,F 02320301,Утга зохиол судлал,Literature studies,Доктор,Бэлтгэл,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
be172af16faf57abf98c5c65d2977f02,F 02320301,Утга зохиол судлал,Literature studies,Доктор,Өдрийн сургалт,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
2ee210adc9177134321b33db6c99c307,F 02320301,Утга зохиол судлал,Literature studies,Доктор,Эчнээ,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
522d334cbed72c8df2b2c7ffd18acce7,Е 02320301,Утга зохиол судлал,Literature studies	,Магистр,Бэлтгэл,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2016
19f38c4f7afacb7553c7524192234ea8,E 02320301,Утга зохиол судлал,Literature studies,Магистр,Өдрийн сургалт,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
6093e83ccae02879edb072dcfd12caa6,E 02320301,Утга зохиол судлал,Literature studies,Магистр,Өдрийн сургалт,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
32f00bcb50461dfc494e07acf0970533,F 02320101,"Хэл, уран зохиол",Language and literature,Доктор,Эчнээ,0e10ba29341d908485540648bf8a67c9,"Утга зохиол, урлаг судлалын тэнхим",2014
58c0db7fae5ff42169be2bd176b9458e,"D 011402  ","Багш, байгалийн ухааны боловсрол (Физик)","Teacher training - Physics ",Бакалавр,Өдрийн сургалт,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
aff10195917c995e0e2e58ac4b756ea5,E 05880101,Сансар судлал,Space Technology,Магистр,Өдрийн сургалт,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
f7c3d54ab3e5193ea5a3b3dd308bfbe0,"D 053301  ",Физик,Physics,Бакалавр,Өдрийн сургалт,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
5739b69ddf5a8dce87ab89bebd857181,F 05330101,Физик,Physics,Доктор,Өдрийн сургалт,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
3ecaa7e6d38cc1aa17187c4de8236b05,F 05330101,Физик,Physics,Доктор,Экстернат,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
63340b201150455569bb341745c230b4,F 05330101,Физик,Physics,Доктор,Эчнээ,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
2e159fc6a03e55a6fce2ecdf63498834,E 05330101,Физик,Physics,Магистр,Бэлтгэл,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
d47559c8f7e12a8825e594726a3a223d,E 05330101,Физик,Physics,Магистр,Өдрийн сургалт,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
6e90db2846a51b298dbc6c1b2306ec6b,E 01140203,Физикийн боловсрол,"Physics Education   ",Магистр,Бэлтгэл,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2016
d873ab186e4644393cdeedf7ea91d329,E 01140203,Физикийн боловсрол,"Physics education   ",Магистр,Өдрийн сургалт,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
41b4153c0134b5a64d85f346817d2991,E 01140203,Физикийн боловсрол,"Physics education   ",Магистр,Өдрийн сургалт,231d3689c9afe209d3da20c48209489f,Физикийн тэнхим,2014
c0f270ae91c90d02c7386c75524e8f24,F 02230102,Буддын гүн ухаан,Buddhist philosophy,Доктор,Бэлтгэл,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
dcf78f7b8c79a17fb6045c664b2f5aad,F 02230102,Буддын гүн ухаан,Buddhist philosophy,Доктор,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
9d3e18e30cdd960fc57791b492a26e47,F 02230102,Буддын гүн ухаан,Buddhist philosophy,Доктор,Эчнээ,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2015
e6e432dbb3d97f3184b8bcf3dff17f75,E 02230102,Буддын гүн ухаан,Buddhist Philosophy	,Магистр,Бэлтгэл,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
8f9c751a279ec570bb0954869efd47af,E 02230102,Буддын гүн ухаан,Buddhist philosophy,Магистр,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
d1c84167360487b08f6ce415b594a438,"D 022301  ",Философи,Philosophy,Бакалавр,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
dfd93d93cacdb5732b9323b334e7bdc8,F 02230101,Философи,"Philosophy ",Доктор,Бэлтгэл,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
1c74910d350f58f83f225e682422e32b,F 02230101,Философи,Philosophy,Доктор,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
cc567ecbad130b141788bd72c289053c,F 02230101,Философи,Philosophy,Доктор,Эчнээ,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
b1cb47ed492dfcfbb13ab9f0b0903aa0,Е 02230101,Философи,Philosophy	,Магистр,Бэлтгэл,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2016
9fb680fce54447a26c5fcbb4a0be6982,E 02230101,Философи,Philosophy,Магистр,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
4b13531353fe8d29a830010ff288e179,E 02230101,Философи,Philosophy,Магистр,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
566095f3cb92b1482e4895b13d5c2fc7,"D 022101  ",Шашин судлал,Religious studies,Бакалавр,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
1858bfa8489d1171aef0f433bb391e24,F 02210101,Шашин судлал,Religious Studies,Доктор,Бэлтгэл,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
b74b71e95de0f6db2ae1df87ee691fd1,F 02210101,Шашин судлал,Religious studies,Доктор,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
44c39bb3ced82018bd2ffe9cbbc766a3,F 02210101,Шашин судлал,Religious studies,Доктор,Эчнээ,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
0d34fb3d843a12bee7862145ae68caee,E 02210101,Шашин судлал,Religious Studies,Магистр,Бэлтгэл,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
7c8fd3a8579538f286e75c2211b30c8b,E 02210101,Шашин судлал,Religious studies,Магистр,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
9e7fe4d343b7574d602f2c9c1b6cd1a5,E 02210101,Шашин судлал,Religious studies,Магистр,Өдрийн сургалт,3c2b831a627bcaa67fd44c00732b576d,"Философи, шашин судлалын тэнхим",2014
262a30d396b918f33f273bcbf318b56a,"D 011402  ","Багш, байгалийн ухааны боловсрол (Хими)",Teacher training - Chemistry,Бакалавр,Өдрийн сургалт,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
e652e9904d28d29265de138c53a73b42,"D 053101  ",Хими,Chemistry,Бакалавр,Өдрийн сургалт,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
1793b0f9c14e65ca952ab232594b2699,F 05310101,Хими,Chemistry,Доктор,Өдрийн сургалт,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
667c210cc6734e3c040e2a2e5f4e9451,F 05310101,Хими,Chemistry,Доктор,Экстернат,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
0d4d176c91dd509c8e028067de3ec4af,F 05310101,Хими,Chemistry,Доктор,Эчнээ,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
9a5bddea0f230ba58e101b5cc0e6727c,Е 05310101,Хими," ",Магистр,Бэлтгэл,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2016
ed845cf19966135527789f91f9a69143,E 05310101,Хими,Chemistry,Магистр,Өдрийн сургалт,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
c59f6cfe254c576eb96da97018a062d3,E 01140201,Химийн боловсрол,"  ",Магистр,Бэлтгэл,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
3b9c7f9ee92a303b0499212e29b6343f,E 01140201,Химийн боловсрол,Chemistry education,Магистр,Өдрийн сургалт,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
d69061d116cdb39a0faa839ced0af80e,E 01140201,Химийн боловсрол,Chemistry education,Магистр,Өдрийн сургалт,cd050d82148072943389ff6fb06390a6,Химийн тэнхим,2014
2c9a8194a23f86fdca8a07fd0caa7d9f,"-         ",ШУС-ийн Хүмүүнлэгийн ухааны салбарын ерөнхий суурь хөтөлбөр,"Humanity Division, School of Arts and Sciences",Бакалавр,Өдрийн сургалт,d1fc365da09f2b4243224b261da8bcb8,Хүмүүнлэгийн ухааны салбар,2014
90ed53c253cc992d045285cf89641c0c,F 03110201,Хүн ам зүй,Demography,Доктор,Өдрийн сургалт,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2017
b5aac481ddab893ee42595dc09ee7a34,"E03110201 ",Хүн ам зүй,Demography,Магистр,Өдрийн сургалт,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2017
e72e0ef3081dc1bcdfe6c94ed2beb371,"D 031101  ",Эдийн засаг,Economics,Бакалавр,Өдрийн сургалт,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2014
414e04872df1228a4aac6e0b7b287da8,F 03110101,Эдийн засаг,Economics,Доктор,Өдрийн сургалт,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2014
84533bf524da8e1bc71b0608a39591d2,F 03110101,Эдийн засаг,Economics,Доктор,Эчнээ,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2014
346fd224fd3c5988bdb1b26cd311f1b9,E 03110101,Эдийн засаг,Economics,Магистр,Бэлтгэл,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2014
67f339b54d00f166c6d43f9cab30b97e,E 03110101,Эдийн засаг,Economics,Магистр,Өдрийн сургалт,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2014
19ebb1e766909f44cc305644df5f2de5,E 03110101,Эдийн засаг,Economics,Магистр,Өдрийн сургалт,9ed9b4e48ec006fb6b7603d0179eb553,Эдийн засгийн тэнхим,2014
ed58f040f8f21ba8bbe4b8b122de421f,"D011409   ","Багш, гадаад хэлний боловсрол /англи хэл/",Teacher Training - English,Бакалавр,Оройгоор,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2016
5a4106dd0e3116faecd542ed8935ab7b,"D011409   ","Багш, гадаад хэлний боловсрол/англи хэл/",Teacher Training - English,Бакалавр,Өдрийн сургалт,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
7a64e611504e7f90de6c178c1b05b91a,"D011409   ","Багш, гадаад хэлний боловсрол/орос хэл/"," Teacher Training-Russian",Бакалавр,Өдрийн сургалт,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
6da76f0480974fc0c9dbab9a2f9ab08f,"D011407   ","Багш, монгол хэл уран зохиолын боловсрол",Teacher Training-Mongolian Language and Literature,Бакалавр,Өдрийн сургалт,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2016
53f048baa11a7a72ddb6c6abf7aeaed5,"E01110101 ",Боловсрол судлал,Educational Science,Магистр,Өдрийн сургалт,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
b71a8577d56371f49b0fa75b4ac4f6f0,"E01110101 ",Боловсрол судлал,Educational Science/Research-Based/,Магистр,Өдрийн сургалт,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
dfb13e62eafc88813a0fe7aa3f2e1d77,E 01110101,Боловсрол судлал,sajhsd,Магистр,Өдрийн сургалт,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
9586ac4e9e185b56f97602b388c32ace,E 01110101,"Боловсрол судлал/судалгааны, мэргэжлийн/"," ",Магистр,Бэлтгэл,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
dec730596c652a4af6b7673ac010eda6,E 01140901,Гадаад хэлний боловсрол,dehnjdsfhs,Магистр,Өдрийн сургалт,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
26153642a3329a7c3e72d0b5622b853d,E 01140901,"Гадаад хэлний боловсрол/судалгааны, мэргэжлийн/"," ",Магистр,Бэлтгэл,f33bff64b2e8f687b884a711a75de0a0,Англи-Монгол хэлний тэнхим,2015
3194d6d8af2e714b6e973feb07326b07,"E04130201 ",Бизнесийн Менежмент/судалгааны/,Business Management,Магистр,Өдрийн сургалт,3995649a4e9b479920d77f893300976b,Бизнесийн ухааны тэнхим,2018
f78d760dbc8ad21ee3f1bb81fe035d1e,D041401,Маркетинг,Marketing,Бакалавр,Өдрийн сургалт,3995649a4e9b479920d77f893300976b,Бизнесийн ухааны тэнхим,2015
ad3a62ec3dffb75459508a3bc5f71eb7,D041302,Менежмент,Management,Бакалавр,Өдрийн сургалт,3995649a4e9b479920d77f893300976b,Бизнесийн ухааны тэнхим,2015
11dd724b5d3def2106659d1f8195666c,"E04130202 ",Хүний нөөцийн менежмент,Human Resource Management,Магистр,Өдрийн сургалт,3995649a4e9b479920d77f893300976b,Бизнесийн ухааны тэнхим,2018
2f3c0d2882db07dd0b8ed9c84f2e00fd,"D023101   ",Гадаад хэлний орчуулга/хятад хэл/,Translation (Chinese Language),Бакалавр,Өдрийн сургалт,7c1bbedbba1cced9d696b99e643f4771,Гадаад хэлний тэнхим,2015
d8da89b7ab37bd4d4bbaa5d7aa3e2abb,"D 082101  ",Ойн аж ахуй (Эрдэнэт сургууль болон ХШУИС-ийн дотоодын хамтарсан хөтөлбөр),Forestry,Бакалавр,Өдрийн сургалт,7c1bbedbba1cced9d696b99e643f4771,Гадаад хэлний тэнхим,2017
0f8293f4f5d1785d442f59c57ca0145b,"D 031202  ","Олон улсын харилцаа/ОУХНУС болон Эрдэнэт сургуулийн ""2+2 "" жилийн хамтарсан хөтөлбөр",International Relations 2+2,Бакалавр,Өдрийн сургалт,7c1bbedbba1cced9d696b99e643f4771,Гадаад хэлний тэнхим,2018
59db88697d0f1eac8ef6e50cce0f4a4f,"D 052102  ",Хүрээлэн буй орчин судлал (Эрдэнэт сургууль болон ХШУИС-ийн дотоодын хамтарсан хөтөлбөр),Environmental science,Бакалавр,Өдрийн сургалт,7c1bbedbba1cced9d696b99e643f4771,Гадаад хэлний тэнхим,2017
7dece557a6cde3ba0ad9c478330649ec,"D031301   ","Сэтгэл судлал /Эрдэнэт сургууль болон ШУС-ийн ""2+2"" жилийн хамтарсан хөтөлбөр/",Psychology,Бакалавр,Өдрийн сургалт,726537a743e777385ab8b8f821aca804,Захиргаа,2014
386255bba62b7477a52cd59a533f8b6b,"D031202   ","Төрийн удирдлага /Эрдэнэт сургууль болон ОУХНУС-ийн ""2+2"" жилийн хамтарсан хөтөлбөр/",International relations,Бакалавр,Өдрийн сургалт,726537a743e777385ab8b8f821aca804,Захиргаа,2014
83db4ff43f12e8154de5c677e92eb178,"E04110101 ",Бизнесийн удирдлага/бэлтгэл/,dsdskjk,Магистр,Бэлтгэл,a72cff91dea65c83c3c89e47dc086d9c,Нягтлан бодох бүртгэлийн тэнхим,2015
65aee5337763023ada2983362b7470dc,"D041101   ",Нягтлан бодох бүртгэл,Accounting,Бакалавр,Өдрийн сургалт,a72cff91dea65c83c3c89e47dc086d9c,Нягтлан бодох бүртгэлийн тэнхим,2015
a61c11b4287c78564f407ad8fe6ddd37,"E04110101 ",Нягтлан бодох бүртгэл,Accounting,Магистр,Өдрийн сургалт,a72cff91dea65c83c3c89e47dc086d9c,Нягтлан бодох бүртгэлийн тэнхим,2015
d71940019c3ec6e9c5c463743df4100f,E 04110101,Нягтлан бодох бүртгэл,fjdhfj,Магистр,Өдрийн сургалт,a72cff91dea65c83c3c89e47dc086d9c,Нягтлан бодох бүртгэлийн тэнхим,2015
